identifier,mol,flag,mol_,cluster,stratify_key
5l2t_1,CN(C)C(=O)C1=CC2=C(N=C(NC3=CC=C(C=N3)N4CCN(CC4)CC5=C[N](CCOCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5)N=C2)[N]1C9CCCC9,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f70bc60>,0,0-0
2gqg_7,CC1=NC(=CC(=N1)N2CCN(CC2)C(=O)COCCOCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)NC6=NC=C(S6)C(=O)NC7=C(C)C=CC=C7Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd54940>,0,0-0
5l2t_3,CN(C)C(=O)C1=CC2=C(N=C(NC3=CC=C(C=N3)N4CCN(CC4)CC5=C[N](CCOCCOCCOCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5)N=C2)[N]1C9CCCC9,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f70bee0>,0,0-0
3mxf_3,CC1=C(C)C2=C(S1)[N]3C(=NN=C3[C@H](CC(=O)NCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)N=C2C7=CC=C(Cl)C=C7)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f7c1670>,0,0-1
5edu_1,ONC(=O)CCCCCCC(=O)N\N=C\C1=CC=C(OCC[N]2C=C(CNC3=CC=CC4=C3C(=O)N(C5CCC(=O)NC5=O)C4=O)N=N2)C=C1,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa53692b0>,0,0-1
3hll_2,CC1=CC(=C(Br)C(=O)N1C2=CC(=CC=C2C)C(=O)NCCCCNC(=O)C3=CC=C4C(=O)N(C5CCC(=O)NC5=O)C(=O)C4=C3)OCC6=CC=C(F)C=C6F,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa43bc260>,0,0-1
5l2i_14,CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(C=N3)N4CCN(CCOCCOCCNC(=O)CNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)CC4)N=C2N(C8CCCC8)C1=O,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd473f0>,0,0-1
5hzn_7,NC1=C2C(=NC=N1)[N](CCCNC3=CC=C(OCCOCCOCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C=C3)N=C2C7=CC=C(Cl)C=C7,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4e3e4e0>,0,0-0
4ci3_25,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCCOCCOCCOCCOCC(=O)NCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47dc3f0>,0,0-0
6xjk_6,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCC[N]4C=C(NC5=NC=C(Cl)C(=N5)NCC6=CC(=CC=C6F)F)C=N4)C(C)(C)C)C=C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa44f6e90>,13,13-0
6ny4_7,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@H](C[C@H]2C(=O)N[C@@H]3CCCC4=CC=CC=C34)NC(=O)COCCOCCOCCOCCOC5=C(F)C(=CC(=C5)F)CNC6=NC(=NC=C6Cl)NC7=C[N](C)N=C7,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59ba990>,3,3-1
5g0j_19,ONC(=O)C1=CC=C(CN(CCCCC2=C[N](CCOCCOCCNC3=CC=CC4=C3C(=O)N(C5CCC(=O)NC5=O)C4=O)N=N2)C(=O)NC6=CC=CC=C6)C=C1,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa56c0b70>,0,0-1
3mxf_32,COC1=CC(=CC(=C1OCC(=O)NCCCCCNC(=O)C[C@@H]2N=C(C3=CC=C(Cl)C=C3)C4=C(SC(=C4C)C)[N]5C(=NN=C25)C)OC)N=NC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa415e710>,0,0-1
5tob_4,CN(C1=NC=CN=C1CNC2=NC(=NC=C2C(F)(F)F)NC3=CC=C(C=C3)C(=O)NCC4=C[N](CCOCCOCCOCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)[S](C)(=O)=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa415d7b0>,6,6-0
5v9o_12,OC1=CC2=C(C=CC=C2)C(=C1)C3=C(F)C4=NC(=NC(=C4C=C3Cl)N5CCN(CC5)C(=O)C=C)NCCCN6CCN(CCCNC7=CC=CC8=C7C(=O)N(C9CCC(=O)NC9=O)C8=O)CC6,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa55cdb70>,0,0-1
3hll_24,[Cl-].CC1=CC(=C(Br)C(=O)N1C2=CC(=CC=C2C)C(=O)NCCCCC3=C[N](CCC([NH3+])C(=O)NCCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)N=N3)OCC7=CC=C(F)C=C7F,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa43bcb70>,0,0-0
2euf_5,CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(C=N3)N4CCN(CC4)CC(=O)NCCOCCOCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=C2N(C8CCCC8)C1=O,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa44fe800>,0,0-1
4qnq_1,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)CC(=O)N2CCN(CC[C@H](CSC3=CC=CC=C3)NC4=CC=C(C=C4[S](=O)(=O)C(F)(F)F)[S](=O)(=O)NC(=O)C5=CC=C(C=C5)N6CCN(CC6)CC7=C(CCC(C)(C)C7)C8=CC=C(Cl)C=C8)CC2)C(C)(C)C)C9=CC=C(C=C9)C%10=C(C)N=CS%10,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4504c60>,8,8-0
6oim_1,CC(C)C1=NC=CC(=C1N2C(=O)N=C(N3CCN(C[C@H]3C)C(=O)\C=C/COCCOCCOCCOCCOCCOC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C7=C2N=C(C(=C7)F)C8=C(O)C=CC=C8F)C,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59bac10>,4,4-0
6ny4_9,C[N]1C=C(NC2=NC=C(Cl)C(=N2)NCC3=CC(=CC(=C3F)OCCOCCOCCOCCOCC(=O)NC4=CC=CC5=C4CN(C6CCC(=O)NC6=O)C5=O)F)C=N1,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59ba620>,0,0-0
6gfz_5,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCCOCC(=O)NCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47d7670>,0,0-0
4im0_12,CN(CCCNC1=NC(=NC=C1Br)NC2=CC=C(OCCOCCCCOCCCCOCCOCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)C=C2)C(=O)C6CCC6,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47dc210>,0,0-1
5j8o_19,CC1=C(C=CC=C1COC2=CC(=C(CN3CCCCC3C(=O)NCCNC(=O)CCCC(=O)NC4=CC=C5C(=O)N(C6CCC(=O)NC6=O)C(=O)C5=C4)C=C2Cl)OCC7=CC=CC(=C7)C#N)C8=CC=C9OCCOC9=C8,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd47a80>,0,0-0
6qju_5,CC[N]1N=C(C=C1NC2=NC(=NC3=C2C4=C([NH]3)C=C(C(=C4)OC)C5=C(C)ON=C5C)C(=O)NCCCC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O)C9CC9,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f5ca210>,1,1-1
5eu1_13,COC1=CC(=CC(=C1CN2CCN(CCOCCOCCOC3=CC(=CC=C3CNC(=O)[C@@H]4C[C@@H](O)CN4C(=O)[C@@H](NC(=O)C5(CC5)C#N)C(C)(C)C)C6=C(C)N=CS6)CC2)OC)C7=CN(C)C(=O)C8=CN=CC=C78,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa46af350>,0,0-1
5uiu_8,COC1=CC2=C(C=C1C(N)=O)C(=CN=C2OC[C@@H]3CCC(=O)N3)C#CCCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa55cda30>,3,3-0
5j8o_24,CC1=C(C=CC=C1COC2=CC(=C(CN3CCCCC3C(=O)NCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C=C2Cl)OCC7=CC=CC(=C7)C#N)C8=CC=C9OCCOC9=C8,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd47ee0>,0,0-0
5eu1_27,COC1=CC(=CC(=C1CN2CC(C2)NC(=O)CCCCOCCOC3=CC(=CC=C3CNC(=O)[C@@H]4C[C@@H](O)CN4C(=O)[C@@H](NC(=O)C5(F)CC5)C(C)(C)C)C6=C(C)N=CS6)OC)C7=CN(C)C(=O)C8=CN=CC=C78,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa46af940>,0,0-1
5t8e_62,CC1(C)C(NC(=O)C2=CC=C(C=C2)C#CC3CCN(CC3)C4CCN(CC4)C5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)C(C)(C)C1OC8=CC=C(C#N)C(=C8)Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa463ae90>,2,2-0
2euf_3,CC(=O)C1=C(C)C2=C(N=C(NC3=CC=C(C=N3)N4CCN(CC4)CC5=C[N](CCOCCOCCOCCOCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5)N=C2)N(C9CCCC9)C1=O,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa44fe080>,0,0-1
4mxo_6,NC1=C2C(=NC=N1)[N](CC3=C[N](CC(=O)NC4=CC=C(OCCOCCOCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)C=C4)N=N3)N=C2C8=CC=C(Cl)C=C8,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa45049e0>,0,0-0
5uiu_8,COC1=CC2=C(C=C1C(N)=O)C(=CN=C2OC[C@@H]3CCC(=O)N3)C#CCCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa55cda30>,0,0-0
3hll_7,CC1=CC(=C(Br)C(=O)N1C2=CC(=CC=C2C)C(=O)NCCCCC3=C[N](CCOCCOCCOCCOCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)N=N3)OCC7=CC=C(F)C=C7F,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa43bca80>,0,0-1
2euf_4,CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(C=N3)N4CCN(CC4)CC(=O)NCCOCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=C2N(C8CCCC8)C1=O,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa44feda0>,0,0-1
5ehr_8,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@H](NC(=O)CCCCCCCCCNC(=O)CC(=O)NC2=C(Cl)C(=CC=C2)SC3=NC=C(N=C3N)N4CCC(C)(N)CC4)C(C)(C)C)C5=CC=C(C=C5)C6=C(C)N=CS6,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4e5d080>,0,0-1
2euf_9,CC(=O)C1=C(C)C2=C(N=C(NC3=CC=C(C=N3)N4CCN(CC4)CC5=C[N](CCCCCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5)N=C2)N(C9CCCC9)C1=O,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa44fe940>,0,0-1
6gfz_7,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCC(=O)NCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4951580>,0,0-1
5trf_5,FC1=C(C=CC=C1Cl)[C@H]2[C@@H](NC3(CCCCC3)[C@@]24C(=O)NC5=CC(=CC=C45)Cl)C(=O)NC6=CC=C(C=C6)C(=O)NCCCNC7=CC=CC8=C7C(=O)N(C9CCC(=O)NC9=O)C8=O,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59b23f0>,0,0-1
4ci3_32,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)C4(F)CC4)C(C)(C)SCCCCC(=O)NCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)C=C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47dc7b0>,0,0-0
6ny4_1,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@H]3C[C@H](O)CN3C(=O)[C@H](NC(=O)CCCCCCCCC[N]4C=C(NC5=NC=C(Cl)C(=N5)NCC6=CC(=CC=C6F)F)C=N4)C(C)(C)C)C=C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59ba260>,0,0-0
5l2i_2,CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(C=N3)N4CCN(CCOCCOCCOCCNC(=O)COC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)CC4)N=C2N(C8CCCC8)C1=O,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd47300>,0,0-1
1ej1_3,NC1=NC2=C(C(=O)N1)[N+](=C[N]2[C@H]3O[C@@H](CO[P](O)(=O)NCCCCCC(=O)N[C@@H]4CCC=C5C4CN([C@H]6CCC(=O)NC6=O)C5=O)[C@H](O)[C@@H]3O)CC7=CC=C(F)C=C7,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa40360d0>,1,1-0
5t8e_47,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)CN2CCN(CC2)C3=CC=C(C=N3)C#CC4=CC=C(C=C4)N5C(=S)N(C(=O)C5(C)C)C6=CC=C(C#N)C(=C6)C(F)(F)F)C(C)(C)C)C7=CC=C(C=C7)C8=C(C)N=CS8,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa506e850>,0,0-1
3k6p_14,COC1=CC(=CC=C1OCC2=CC=C(C=C2C(F)(F)F)C(F)(F)F)\C=C(/C#N)C(=O)NCCCCCCNC3=CC=CC4=C3C(=O)N(C5CCC(=O)NC5=O)C4=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9a1ad4e0>,0,0-0
4ci3_24,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCCOCC(=O)NCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(C)(C)C)C=C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47dc580>,0,0-0
5e80_5,CC1=CC=C(C=C1)[N]2N=C3C(=O)N(CCCC(=O)NCCCCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)N=C(C)C3=C2C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa5369800>,0,0-1
4xuf_5,CC(C)(C)C1=CC(=NO1)NC(=O)NC2=CC=C(C=C2)C3=C[N]4C(=N3)SC5=CC(=CC=C45)OCCN6CCN(CC6)C(=O)CCC(=O)NCCCCCCCCNC(=O)COC7=CC=CC8=C7C(=O)N(C9CCC(=O)NC9=O)C8=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4e64300>,13,13-0
5j79_1,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOC4=CC5=NC=CC(=C5C=C4[S](=O)(=O)C(C)(C)C)NC6=CC=C7SC=NC7=C6)C(C)(C)C)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4e3ec60>,0,0-1
3hll_9,CC1=CC(=C(Br)C(=O)N1C2=CC(=CC=C2C)C(=O)NCCCCC3=C[N](CCCC(=O)NCCOCCOCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)N(CC7=CC=CC=C7[N+]([O-])=O)C6=O)C5=O)N=N3)OCC8=CC=C(F)C=C8F,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa43bc3a0>,10,10-0
4qnq_58,CN[C@@H](C)C(=O)N[C@H](C1CCCCC1)C(=O)N2CCC[C@H]2C3=NC(=CS3)C(=O)C4=CC(=CC=C4)OCCOCCOCCOCCOCC(=O)N5CCN(CC[C@H](CSC6=CC=CC=C6)NC7=CC=C(C=C7[S](=O)(=O)C(F)(F)F)[S](=O)(=O)NC(=O)C8=CC=C(C=C8)N9CCN(CC9)CC%10=C(CCC(C)(C)C%10)C%11=CC=C(Cl)C=C%11)CC5,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa46e8670>,3,3-1
4ci1_1,O=C1CCC(N2C(=O)C3=C(C2=O)C(=CC=C3)OCCOCCOCCOC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C(=O)N1,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4521710>,0,0-0
2vti_10,ClC1=CC=CC(=C1C(=O)NC2=C[NH]N=C2C(=O)NC3CCN(CC3)C(=O)CCC(=O)NCCCOCCOCCOCCNC(=O)COC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa40554e0>,0,0-0
5trf_7,FC1=C(C=CC=C1Cl)[C@H]2[C@@H](NC3(CCCCC3)[C@@]24C(=O)NC5=CC(=CC=C45)Cl)C(=O)NC6=CC=C(C=C6)C(=O)NCCCCCCNC7=CC=CC8=C7C(=O)N(C9CCC(=O)NC9=O)C8=O,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa59b2670>,0,0-1
5t8e_1,CC(C)[C@@H](C(=O)N1C[C@@H](O)C[C@@H]1C(=O)N[C@@H](CC(=O)N2CCC(CC2)N3CCC(CC3)C#CC4=CC=C(C=C4)C(=O)NC5C(C)(C)C(OC6=CC=C(C#N)C(=C6)Cl)C5(C)C)C7=CC=C(C=C7)C8=C(C)N=CS8)C9=CC(=NO9)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9ff678f0>,0,0-1
5g0i_11,CCCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)NC2=CC=C(OCCCCCCCCCCC[N]3C=C(CCCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)N=N3)C=C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa506f080>,0,0-1
5vbp_35,CC[N]1N=C(C=C1NC2=NC(=NC3=C2C4=C([NH]3)C=C(C(=C4)OC)C5=C(C)ON=C5C)C(=O)NCCCCC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O)C9CC9,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa44fbc10>,1,1-1
4ci1_2,O=C1CCC(N2C(=O)C3=CC=C(C=C3C2=O)C(=O)NCCOCCOCCNC(=O)C4=CC=C5C(=O)N(C6CCC(=O)NC6=O)C(=O)C5=C4)C(=O)N1,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4521120>,8,8-0
4mxo_4,CC1=CC(=N[NH]1)NC2=NC(=NC=C2Cl)NC3=CC=C(OCCOCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C=C3,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4504620>,2,2-0
6z45_2,CC(C)(C)C1=CN=C(CSC2=CN=C(NC(=O)C3CCN(CC3)CC(=O)NCCOCCOCCOCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)S2)O1,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd50210>,0,0-1
5j8o_4,CC1=C(C=CC=C1COC2=CC(=C(CN3CCCCC3C(=O)NCCNC(=O)CCCC(=O)NC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C=C2Cl)OCC7=CC=CC(=C7)C#N)C8=CC=CC=C8,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd470d0>,0,0-0
1hwk_35,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C([N]1CC[C@@H](O)C[C@@H](O)CC(O)=O)C3=CC=C(F)C=C3)C4=CC=CC(=C4)OCCCC5=C[N](CCCOCCCC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O)N=N5,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fcab620>,0,0-0
5l2i_1,CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(C=N3)N4CCN(CC4)CC(=O)NCCOCCOCCOCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=C2N(C8CCCC8)C1=O,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd47c10>,0,0-1
7nq8_10,COC1=CC=CC=C1[S](=O)(=O)NC2=CC=C3N(C)C(=O)C4=CC(=CC2=C34)CCC(=O)NCCCCCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd509e0>,0,0-0
3hll_17,CC1=CC(=C(Br)C(=O)N1C2=CC(=CC=C2C)C(=O)NCCCC3=C[N](CCCC(=O)NCCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)N=N3)OCC7=CC=C(F)C=C7F,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa43bcbc0>,0,0-1
3lq5_20,O=C(CCC(=O)N1CCN(CC1)CC2=CC=C(NC(=O)C3=N[NH]C=C3NC4=C5C=C[NH]C5=NC=N4)C=C2)NCCCOCCOCCOCCNC(=O)COC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4e44030>,0,0-0
6qju_1,CC[N]1N=C(C=C1NC2=NC(=NC3=C2C4=C([NH]3)C=C(C(=C4)OC)C5=C(C)ON=C5C)C(=O)NCCCCNC(=O)COC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)C9CC9,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9f5ca710>,0,0-1
4qnq_1,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)CC(=O)N2CCN(CC[C@H](CSC3=CC=CC=C3)NC4=CC=C(C=C4[S](=O)(=O)C(F)(F)F)[S](=O)(=O)NC(=O)C5=CC=C(C=C5)N6CCN(CC6)CC7=C(CCC(C)(C)C7)C8=CC=C(Cl)C=C8)CC2)C(C)(C)C)C9=CC=C(C=C9)C%10=C(C)N=CS%10,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4504c60>,0,0-0
1err_18,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)CCCCCCCN(CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=CC(=CC=C34)O)C5=CC=C(O)C=C5)CC6CCC6)C(C)(C)C)C7=CC=C(C=C7)C8=C(C)N=CS8,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4036c10>,0,0-1
6ybl_4,C[N]1N=C(C)C(=C1COC2=CC=C(C=C2)N3CCN(CC3)C(=O)CCNC(=O)CCCOCCOCCOCCCNC(=O)COC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)C7=CC=CC8=C7[N](CCN9CCOCC9)C(=C8CCCOC%10=CC=CC%11=C%10C=CC=C%11)C(O)=O,1,<rdkit.Chem.rdchem.Mol object at 0x7f5a9fd50760>,0,0-1
3lq5_3,ClC1=CC=CC(=C1C(=O)NC2=C[NH]N=C2C(=O)NC3CCN(CC3)C(=O)CCC(=O)NCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4e44120>,10,10-0
5tob_5,CN(C1=NC=CN=C1CNC2=NC(=NC=C2C(F)(F)F)NC3=CC=C(NC(=O)C4=C[N](CCOCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)C=C3)[S](C)(=O)=O,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa415d530>,0,0-1
5wuk_6,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCOCCOCCNC(=O)C4=CC=C(C=C4)C5=CN=C(NCC6=CC=CO6)[N]7C=NN=C57)C(C)(C)C)C=C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47d7ee0>,0,0-0
6nuq_14,NC(=O)CC[C@H](NC(=O)[C@@H]1CC[C@@H]2CCN(C[C@H](NC(=O)C3=CC4=CC(=CC=C4[NH]3)C(F)(F)[P](O)(O)=O)C(=O)N12)C(=O)CCCCCCCC5=CC=CC6=C5CN(C7CCC(=O)NC7=O)C6=O)C(=O)NC(C8=CC=CC=C8)C9=CC=CC=C9,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa43d5260>,1,1-1
4wkq_1,COC1=CC2=NC=NC(=C2C=C1OCCCCCOCCOCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)NC6=CC=C(F)C(=C6)Cl,1,<rdkit.Chem.rdchem.Mol object at 0x7f5aa4e64990>,0,0-1
5wuk_5,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCNC(=O)C4=CC=C(C=C4)C5=CN=C(NCC6=CC=CO6)[N]7C=NN=C57)C(C)(C)C)C=C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f5aa47d7cb0>,13,13-0
