identifier,mol,flag
1hwk_36,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C([N]1CC[C@@H](O)C[C@@H](O)CC(O)=O)C3=CC=C(F)C=C3)C4=CC=CC(=C4)OCCCC5=C[N](CCCCOCCCC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O)N=N5,0
1hwk_37,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C([N]1CC[C@@H](O)C[C@@H](O)CC(O)=O)C3=CC=C(F)C=C3)C4=CC=CC(=C4)OCCCC5=C[N](CCCCCOCCCC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O)N=N5,1
1hwk_38,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C([N]1CC[C@@H](O)C[C@@H](O)CC(O)=O)C3=CC=C(F)C=C3)C4=CC=CC(=C4)OCCCC5=C[N](CCCCCCOCCCC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O)N=N5,1
1hwk_39,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C([N]1CC[C@@H](O)C[C@@H](O)CC(O)=O)C3=CC=C(F)C=C3)C4=CC=CC(=C4)OCCCC5=C[N](CCCCCCCOCCCC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O)N=N5,1
1hwk_4,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C([N]1CC[C@@H](O)C[C@@H](O)CC(O)=O)C3=CC=C(F)C=C3)C4=CC=CC(=C4)OCCCCCC5=C[N](CCOCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5,1
1hwk_5,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C([N]1CC[C@@H](O)C[C@@H](O)CC(O)=O)C3=CC=C(F)C=C3)C4=CC=CC(=C4)OCCCC5=C[N](CCOCCOCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5,0
1hwk_6,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C([N]1CC[C@@H](O)C[C@@H](O)CC(O)=O)C3=CC=C(F)C=C3)C4=CC=CC(=C4)OCCCCC5=C[N](CCOCCOCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5,0
1hwk_7,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C([N]1CC[C@@H](O)C[C@@H](O)CC(O)=O)C3=CC=C(F)C=C3)C4=CC=CC(=C4)OCCCCCC5=C[N](CCOCCOCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5,0
1hwk_8,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C([N]1CC[C@@H](O)C[C@@H](O)CC(O)=O)C3=CC=C(F)C=C3)C4=CC=CC(=C4)OCCCC5=C[N](CCOCCOCCOCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5,0
1hwk_9,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C([N]1CC[C@@H](O)C[C@@H](O)CC(O)=O)C3=CC=C(F)C=C3)C4=CC=CC(=C4)OCCCCC5=C[N](CCOCCOCCOCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5,0
1r5k_1,CCN(CCCCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(C)N=CS3)C(C)(C)C)CCOC4=CC=C(C=C4)\C(=C(\CC)C5=CC=CC=C5)C6=CC=CC=C6,1
1s9i_1,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)COCOCOCCNC(=O)CCC2=CC=C(C=C2)[S](=O)(=O)NC3=C(NC4=CC=C(I)C=C4F)N(C)C(=O)C(=C3)C)C(C)(C)C)C5=CC=C(C=C5)C6=C(C)N=CS6,1
1s9i_2,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)COCOCOCOCCNC(=O)CCC2=CC=C(C=C2)[S](=O)(=O)NC3=C(NC4=CC=C(I)C=C4F)N(C)C(=O)C(=C3)C)C(C)(C)C)C5=CC=C(C=C5)C6=C(C)N=CS6,1
1s9i_3,C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)COCOCOCCNC(=O)COC2=CC=C(C=C2)[S](=O)(=O)NC3=C(NC4=CC=C(I)C=C4F)N(C)C(=O)C(=C3)C)C(C)(C)C)C5=CC=C(C=C5)C6=C(C)N=CS6,1
1t5z_1,CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)CC1=CC=CC=C1)C(=O)NCCOCCOCCOCC(=O)O[C@H]2CC[C@H]3[C@@H]4CC[C@H]5CC(=O)CC[C@]5(C)[C@H]4CC[C@]23C,1
1xkk_1,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOC4=CC=C(C=C4)C5=CC6=C(NC7=CC=C(OCC8=CC=CC(=C8)F)C(=C7)Cl)N=CN=C6C=C5)C(C)(C)C)C=C2,1
1xkk_2,CC1=C(SC=N1)C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOC4=CC=C(C=C4)C5=CC6=C(NC7=CC=C(OCC8=CC=CC(=C8)F)C(=C7)Cl)N=CN=C6C=C5)C(C)(C)C)C=C2,1
2euf_1,CC(=O)C1=C(C)C2=C(N=C(NC3=CC=C(C=N3)N4CCN(CC4)CC5=C[N](CCOCCOCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5)N=C2)N(C9CCCC9)C1=O,1
2euf_10,CC(=O)C1=C(C)C2=C(N=C(NC3=CC=C(C=N3)N4CCN(CCOCCOCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)CC4)N=C2)N(C8CCCC8)C1=O,1
2euf_11,CC(=O)C1=C(C)C2=C(N=C(NC3=CC=C(C=N3)N4CCN(CC4)CC5=C[N](CCCCCCC6=CC=CC7=C6CN(C8CCC(=O)NC8=O)C7=O)N=N5)N=C2)N(C9CCCC9)C1=O,1
2euf_12,CC(=O)C1=C(C)C2=C(N=C(NC3=CC=C(C=N3)N4CCN(CC4)CC5=C[N](CCCCC#CC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5)N=C2)N(C9CCCC9)C1=O,1
2euf_13,CC(=O)C1=C(C)C2=C(N=C(NC3=CC=C(C=N3)N4CCN(CC4)CC5=C[N](CCCCCC#CC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5)N=C2)N(C9CCCC9)C1=O,1
2euf_14,COC1=CC=C(C(=C1)OC(C)C)C2=N[C@@H]([C@@H](N2C(=O)N3CCN(CC(=O)NCCOCC[N]4C=C(CN5CCN(CC5)C6=CC=C(NC7=NC=C8C(=C(C(C)=O)C(=O)N(C9CCCC9)C8=N7)C)N=C6)N=N4)C(=O)C3)C%10=CC=C(Cl)C=C%10)C%11=CC=C(Cl)C=C%11,0
2euf_15,COC1=CC=C(C(=C1)OC(C)C)C2=N[C@@H]([C@@H](N2C(=O)N3CCN(CC(=O)NCCOCCOCC[N]4C=C(CN5CCN(CC5)C6=CC=C(NC7=NC=C8C(=C(C(C)=O)C(=O)N(C9CCCC9)C8=N7)C)N=C6)N=N4)C(=O)C3)C%10=CC=C(Cl)C=C%10)C%11=CC=C(Cl)C=C%11,0
2euf_16,COC1=CC=C(C(=C1)OC(C)C)C2=N[C@@H]([C@@H](N2C(=O)N3CCN(CC(=O)NCCOCCOCCOCC[N]4C=C(CN5CCN(CC5)C6=CC=C(NC7=NC=C8C(=C(C(C)=O)C(=O)N(C9CCCC9)C8=N7)C)N=C6)N=N4)C(=O)C3)C%10=CC=C(Cl)C=C%10)C%11=CC=C(Cl)C=C%11,0
2euf_17,CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(C=N3)N4CCN(CC4)CC5=C[N](CCOCCNC(=O)CCC(=O)NC(C(=O)N6C[C@H](O)C[C@H]6C(=O)NCC7=CC=C(C=C7)C8=C(C)N=CS8)C(C)(C)C)N=N5)N=C2N(C9CCCC9)C1=O,0
2euf_18,CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(C=N3)N4CCN(CC4)CC5=C[N](CCOCCOCCNC(=O)CCC(=O)NC(C(=O)N6C[C@H](O)C[C@H]6C(=O)NCC7=CC=C(C=C7)C8=C(C)N=CS8)C(C)(C)C)N=N5)N=C2N(C9CCCC9)C1=O,0
2euf_19,CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(C=N3)N4CCN(CC4)CC5=C[N](CCOCCOCCOCCNC(=O)CCC(=O)NC(C(=O)N6C[C@H](O)C[C@H]6C(=O)NCC7=CC=C(C=C7)C8=C(C)N=CS8)C(C)(C)C)N=N5)N=C2N(C9CCCC9)C1=O,0
2euf_2,CC(=O)C1=C(C)C2=C(N=C(NC3=CC=C(C=N3)N4CCN(CC4)CC5=C[N](CCOCCOCCOCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5)N=C2)N(C9CCCC9)C1=O,1
2euf_20,CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(C=N3)N4CCN(CC4)CC5=C[N](CCOCCOCCOCCOCCNC(=O)CCC(=O)NC(C(=O)N6C[C@H](O)C[C@H]6C(=O)NCC7=CC=C(C=C7)C8=C(C)N=CS8)C(C)(C)C)N=N5)N=C2N(C9CCCC9)C1=O,0
2euf_3,CC(=O)C1=C(C)C2=C(N=C(NC3=CC=C(C=N3)N4CCN(CC4)CC5=C[N](CCOCCOCCOCCOCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5)N=C2)N(C9CCCC9)C1=O,1
2euf_4,CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(C=N3)N4CCN(CC4)CC(=O)NCCOCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=C2N(C8CCCC8)C1=O,1
2euf_5,CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(C=N3)N4CCN(CC4)CC(=O)NCCOCCOCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=C2N(C8CCCC8)C1=O,1
2euf_6,CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(C=N3)N4CCN(CC4)CC(=O)NCCOCCOCCOCCOCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=C2N(C8CCCC8)C1=O,1
2euf_7,CC(=O)C1=C(C)C2=C(N=C(NC3=CC=C(C=N3)N4CCN(CC4)CC5=C[N](CCOCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5)N=C2)N(C9CCCC9)C1=O,1
2euf_8,CC(=O)C1=C(C)C2=C(N=C(NC3=CC=C(C=N3)N4CCN(CC4)CC5=C[N](CCCCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5)N=C2)N(C9CCCC9)C1=O,1
2euf_9,CC(=O)C1=C(C)C2=C(N=C(NC3=CC=C(C=N3)N4CCN(CC4)CC5=C[N](CCCCCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5)N=C2)N(C9CCCC9)C1=O,1
2gqg_1,CC1=NC(=CC(=N1)N2CCN(CCCCCCOCCOCCOCCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)CC2)NC6=NC=C(S6)C(=O)NC7=C(C)C=CC=C7Cl,0
2gqg_10,CC1=NC(=CC(=N1)N2CCN(CC2)C(=O)CCCCCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)NC6=NC=C(S6)C(=O)NC7=C(C)C=CC=C7Cl,1
2gqg_11,CC1=NC(=CC(=N1)N2CCN(CC2)C(=O)CCCCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)NC6=NC=C(S6)C(=O)NC7=C(C)C=CC=C7Cl,1
2gqg_12,CC1=NC(=CC(=N1)N2CCN(CC2)C(=O)CCCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)NC6=NC=C(S6)C(=O)NC7=C(C)C=CC=C7Cl,1
2gqg_13,CC1=NC(=CC(=N1)N2CCN(CC2)C(=O)CCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)NC6=NC=C(S6)C(=O)NC7=C(C)C=CC=C7Cl,1
2gqg_14,CC1=NC(=CC(=N1)N2CCN(CC2)C(=O)CCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)NC6=NC=C(S6)C(=O)NC7=C(C)C=CC=C7Cl,1
2gqg_15,CC1=NC(=CC(=N1)N2CCN(CC2)C(=O)CCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)NC6=NC=C(S6)C(=O)NC7=C(C)C=CC=C7Cl,1
2gqg_16,CC1=NC(=CC(=N1)N2CCN(CC2)C(=O)CCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)NC6=NC=C(S6)C(=O)NC7=C(C)C=CC=C7Cl,1
2gqg_17,CC1=NC(=CC(=N1)N2CCN(CC2)C(=O)CCCC3=C[N](CCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)N=N3)NC7=NC=C(S7)C(=O)NC8=C(C)C=CC=C8Cl,0
2gqg_18,CC1=NC(=CC(=N1)N2CCN(CC2)C(=O)CNC(=O)CCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)NC6=NC=C(S6)C(=O)NC7=C(C)C=CC=C7Cl,0
2gqg_19,CC1=NC(=CC(=N1)N2CCN(CC2)C(=O)CCCCNC(=O)CCCCCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)NC6=NC=C(S6)C(=O)NC7=C(C)C=CC=C7Cl,0
2gqg_2,CC1=NC(=CC(=N1)N2CCN(CC2)C(=O)CCCCCOCCOCCOCCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)NC6=NC=C(S6)C(=O)NC7=C(C)C=CC=C7Cl,0
2gqg_20,CC1=NC(=CC(=N1)N2CCN(CCCCCNC(=O)CCCCCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)CC2)NC6=NC=C(S6)C(=O)NC7=C(C)C=CC=C7Cl,0
2gqg_21,CC1=NC(=CC(=N1)N2CCN(CCCCCCOCCOCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)CC2)NC6=NC=C(S6)C(=O)NC7=C(C)C=CC=C7Cl,1
2gqg_22,CC1=NC(=CC(=N1)N2CCN(CCCCCCOCCOCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)CC2)NC6=NC=C(S6)C(=O)NC7=C(C)C=CC=C7Cl,1
2gqg_23,CC1=NC(=CC(=N1)N2CCN(CCCCCCOCCCCCOCCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)CC2)NC6=NC=C(S6)C(=O)NC7=C(C)C=CC=C7Cl,1
2gqg_24,CC1=NC(=CC(=N1)N2CCN(CCCCCCOCCOCCOCCCCCC(=O)NC3=CC=CC4=C3C(=O)N(C5CCC(=O)NC5=O)C4=O)CC2)NC6=NC=C(S6)C(=O)NC7=C(C)C=CC=C7Cl,1
2gqg_25,CC1=NC(=CC(=N1)N2CCN(CCCCCCOCCOCC(=O)NC3=CC=CC4=C3C(=O)N(C5CCC(=O)NC5=O)C4=O)CC2)NC6=NC=C(S6)C(=O)NC7=C(C)C=CC=C7Cl,1
2gqg_26,CC1=NC(=CC(=N1)N2CCN(CCCCCCOCCOCCOCCOCCOCCOCC(=O)NC3=CC=CC4=C3C(=O)N(C5CCC(=O)NC5=O)C4=O)CC2)NC6=NC=C(S6)C(=O)NC7=C(C)C=CC=C7Cl,1
2gqg_27,CC1=NC(=CC(=N1)N2CCN(CCCCCCOCCCCCOCCCCCC(=O)NC3=CC=CC4=C3C(=O)N(C5CCC(=O)NC5=O)C4=O)CC2)NC6=NC=C(S6)C(=O)NC7=C(C)C=CC=C7Cl,1
2gqg_28,CC1=NC(=CC(=N1)N2CCN(CCOC3=CC=C(C=C3)N=NC4=CC=C(C=C4)C(=O)NC5=CC=CC6=C5CN(C7CCC(=O)NC7=O)C6=O)CC2)NC8=NC=C(S8)C(=O)NC9=C(C)C=CC=C9Cl,1
2gqg_29,CC1=NC(=CC(=N1)N2CCN(CCCOC3=CC=C(C=C3)N=NC4=CC=C(C=C4)C(=O)NC5=CC=CC6=C5CN(C7CCC(=O)NC7=O)C6=O)CC2)NC8=NC=C(S8)C(=O)NC9=C(C)C=CC=C9Cl,1
2gqg_3,CC1=NC(=CC(=N1)N2CCN(CC2)C(=O)CCOCCOCCOCCOCCOCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)NC6=NC=C(S6)C(=O)NC7=C(C)C=CC=C7Cl,0
2gqg_30,CC1=NC(=CC(=N1)N2CCN(CCCCOC3=CC=C(C=C3)N=NC4=CC=C(C=C4)C(=O)NC5=CC=CC6=C5CN(C7CCC(=O)NC7=O)C6=O)CC2)NC8=NC=C(S8)C(=O)NC9=C(C)C=CC=C9Cl,1
2gqg_31,CC1=NC(=CC(=N1)N2CCN(CCCCCOC3=CC=C(C=C3)N=NC4=CC=C(C=C4)C(=O)NC5=CC=CC6=C5CN(C7CCC(=O)NC7=O)C6=O)CC2)NC8=NC=C(S8)C(=O)NC9=C(C)C=CC=C9Cl,0
2gqg_32,CC1=NC(=CC(=N1)N2CCN(CCCCCCOC3=CC=C(C=C3)N=NC4=CC=C(C=C4)C(=O)NC5=CC=CC6=C5CN(C7CCC(=O)NC7=O)C6=O)CC2)NC8=NC=C(S8)C(=O)NC9=C(C)C=CC=C9Cl,0
2gqg_33,CC1=NC(=CC(=N1)N2CCN(CC2)C(=O)CCCC3=C[N](CCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)N=N3)NC7=NC=C(S7)C(=O)NC8=C(C)C=CC=C8Cl,1
2gqg_34,CC1=NC(=CC(=N1)N2CCN(CC2)C(=O)CCCC3=C[N](CCOCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)N=N3)NC7=NC=C(S7)C(=O)NC8=C(C)C=CC=C8Cl,1
2gqg_35,CC1=NC(=CC(=N1)N2CCN(CC2)C(=O)CCCC3=C[N](CCOCCOCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)N=N3)NC7=NC=C(S7)C(=O)NC8=C(C)C=CC=C8Cl,1
2gqg_36,CC1=NC(=CC(=N1)N2CCN(CC2)C(=O)CCCC3=C[N](CCOCCOCCOCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)N=N3)NC7=NC=C(S7)C(=O)NC8=C(C)C=CC=C8Cl,1
2gqg_37,CC1=NC(=CC(=N1)N2CCN(CC2)C(=O)CCCC3=C[N](CCOCCOCCOCCOCCNC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)N=N3)NC7=NC=C(S7)C(=O)NC8=C(C)C=CC=C8Cl,1
2gqg_38,CC1=CC(=CC=C1)/C=C/C2=CN=C(NC3=NC(=NC(=C3)N4CCN(CC4)C(=O)CCCC5=C[N](CCOCCOCCOCCOCCNC6=CC=CC7=C6C(=O)N(C8CCC(=O)NC8=O)C7=O)N=N5)C)S2,1
2gqg_4,CC1=NC(=CC(=N1)N2CCN(CC2)C(=O)CCOCCOCCOCCOCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)NC6=NC=C(S6)C(=O)NC7=C(C)C=CC=C7Cl,0
2gqg_5,CC1=NC(=CC(=N1)N2CCN(CC2)C(=O)CCOCCOCCOCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)NC6=NC=C(S6)C(=O)NC7=C(C)C=CC=C7Cl,0
2gqg_6,CC1=NC(=CC(=N1)N2CCN(CC2)C(=O)CCOCCOCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)NC6=NC=C(S6)C(=O)NC7=C(C)C=CC=C7Cl,0
2gqg_7,CC1=NC(=CC(=N1)N2CCN(CC2)C(=O)COCCOCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)NC6=NC=C(S6)C(=O)NC7=C(C)C=CC=C7Cl,0
2gqg_8,CC1=NC(=CC(=N1)N2CCN(CC2)C(=O)CCCCCCCCCCCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)NC6=NC=C(S6)C(=O)NC7=C(C)C=CC=C7Cl,0
2gqg_9,CC1=NC(=CC(=N1)N2CCN(CC2)C(=O)CCCCCCCCCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(C)N=CS5)C(C)(C)C)NC6=NC=C(S6)C(=O)NC7=C(C)C=CC=C7Cl,0
2hyy_1,CC1=CC=C(NC(=O)C2=CC=C(CN3CCN(CCCCCCOCCOCCOCCCCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)CC3)C=C2)C=C1NC7=NC=CC(=N7)C8=CC=CN=C8,0
2hyy_10,CC(C)C[C@@H](NC(=O)[C@H](O)[C@@H](N)CC1=CC=CC=C1)C(=O)NCCCCCCCC(=O)NCC2=CC=C(C=C2)C(=O)NC3=CC=C(C)C(=C3)NC4=NC=CC(=N4)C5=CC=CN=C5,1
2hyy_11,CC(C)C[C@@H](NC(=O)[C@H](O)[C@@H](N)CC1=CC=CC=C1)C(=O)NCCCCCCCCC(=O)NCC2=CC=C(C=C2)C(=O)NC3=CC=C(C)C(=C3)NC4=NC=CC(=N4)C5=CC=CN=C5,1
2hyy_12,CC1=CC=C(NC(=O)C2=CC=C(CN3CCN(CC3)C(=O)CCCC4=C[N](CCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)C=C2)C=C1NC8=NC=CC(=N8)C9=CC=CN=C9,0
2hyy_13,CC1=CC=C(NC(=O)C2=CC=C(CN3CCN(CC3)C(=O)CCCC4=C[N](CCOCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)C=C2)C=C1NC8=NC=CC(=N8)C9=CC=CN=C9,0
2hyy_14,CC1=CC=C(NC(=O)C2=CC=C(CN3CCN(CC3)C(=O)CCCC4=C[N](CCOCCOCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)C=C2)C=C1NC8=NC=CC(=N8)C9=CC=CN=C9,0
2hyy_15,CC1=CC=C(NC(=O)C2=CC=C(CN3CCN(CC3)C(=O)CCCC4=C[N](CCOCCOCCOCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)C=C2)C=C1NC8=NC=CC(=N8)C9=CC=CN=C9,0
2hyy_16,CC1=CC=C(NC(=O)C2=CC=C(CN3CCN(CC3)C(=O)CCCC4=C[N](CCOCCOCCOCCOCCNC5=CC=CC6=C5C(=O)N(C7CCC(=O)NC7=O)C6=O)N=N4)C=C2)C=C1NC8=NC=CC(=N8)C9=CC=CN=C9,0
2hyy_2,CC1=CC=C(NC(=O)C2=CC=C(CN3CCN(CCCCCCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)CC3)C=C2)C=C1NC7=NC=CC(=N7)C8=CC=CN=C8,0
2hyy_3,CC1=CC=C(NC(=O)C2=CC=C(CN3CCN(CCCCCCOCCOCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)CC3)C=C2)C=C1NC7=NC=CC(=N7)C8=CC=CN=C8,0
2hyy_4,CC1=CC=C(NC(=O)C2=CC=C(CN3CCN(CCCCCCOCCCCCOCCCCCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC5=CC=C(C=C5)C6=C(C)N=CS6)C(C)(C)C)CC3)C=C2)C=C1NC7=NC=CC(=N7)C8=CC=CN=C8,0
2hyy_5,CC1=CC=C(NC(=O)C2=CC=C(CN3CCN(CCCCCCOCCOCCOCCCCCC(=O)NC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)CC3)C=C2)C=C1NC7=NC=CC(=N7)C8=CC=CN=C8,0
2hyy_6,CC1=CC=C(NC(=O)C2=CC=C(CN3CCN(CCCCCCOCCOCC(=O)NC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)CC3)C=C2)C=C1NC7=NC=CC(=N7)C8=CC=CN=C8,0
2hyy_7,CC1=CC=C(NC(=O)C2=CC=C(CN3CCN(CCCCCCOCCOCCOCCOCCOCCOCC(=O)NC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)CC3)C=C2)C=C1NC7=NC=CC(=N7)C8=CC=CN=C8,0
2hyy_8,CC1=CC=C(NC(=O)C2=CC=C(CN3CCN(CCCCCCOCCCCCOCCCCCC(=O)NC4=CC=CC5=C4C(=O)N(C6CCC(=O)NC6=O)C5=O)CC3)C=C2)C=C1NC7=NC=CC(=N7)C8=CC=CN=C8,0
2hyy_9,CC(C)C[C@@H](NC(=O)[C@H](O)[C@@H](N)CC1=CC=CC=C1)C(=O)NCCCCCCC(=O)NCC2=CC=C(C=C2)C(=O)NC3=CC=C(C)C(=C3)NC4=NC=CC(=N4)C5=CC=CN=C5,0
